,0,1,2
522,-2.779999999999834,0.8986448675949764,0.1585929035542756
523,-2.7699999999998344,0.8970419569729773,0.16029110561183169
524,-2.7599999999998346,0.8954220281923941,0.16199292193113946
525,-2.749999999999835,0.8937850474800616,0.16369811556789446
526,-2.739999999999835,0.8921309834567246,0.1654064471310203
527,-2.7299999999998352,0.8904598071608764,0.16711767484559187
528,-2.7199999999998354,0.8887714920715168,0.16883155466090247
529,-2.7099999999998357,0.8870660141291173,0.17054784042971338
530,-2.699999999999836,0.8853433517604059,0.17226628352630807
531,-2.689999999999836,0.8836034859014112,0.17398663302057096
532,-2.6799999999998363,0.8818464000153908,0.17570863618951507
533,-2.6699999999998365,0.8800720801122729,0.17743203836602175
534,-2.6599999999998367,0.8782805147677777,0.1791565829708082
535,-2.649999999999837,0.8764716951418192,0.18088201158444686
536,-2.639999999999837,0.8746456149961759,0.18260806402038768
537,-2.6299999999998374,0.8728022707114228,0.18433447839893286
538,-2.6199999999998376,0.8709416613031135,0.18606099122215614
539,-2.609999999999838,0.869063788437204,0.1877873374497241
540,-2.599999999999838,0.8671686564447103,0.18951325057556812
541,-2.589999999999838,0.8652562723355909,0.19123846270538147
542,-2.5799999999998384,0.8633266458118166,0.19296270463784598
543,-2.5699999999998386,0.8613797892785587,0.1946857060528523
544,-2.559999999999839,0.8594157178566544,0.19640719538374513
545,-2.549999999999839,0.8574344493951105,0.19812689981344028
546,-2.5399999999998393,0.8554360044800059,0.19984454563470172
547,-2.5299999999998395,0.8534204064428296,0.20155985830644096
548,-2.5199999999998397,0.8513876813687477,0.20327256246085584
549,-2.50999999999984,0.8493378581040427,0.20498238198622537
550,-2.49999999999984,0.8472709682627204,0.20668904011017786
551,-2.4899999999998403,0.8451870462322786,0.20839225948342255
552,-2.4799999999998406,0.8430861291786348,0.21009176226390175
553,-2.4699999999998408,0.8409682570502091,0.2117872702012913
554,-2.459999999999841,0.8388334725811581,0.21347850472184932
555,-2.449999999999841,0.8366818212937581,0.21516518701355375
